"mean","year","ingo_uia","xrcomp","xropen","xconst","parcomp","injud","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","common","cat_ratify","cpr_ratify","ythblgap","terrrev","cim","CIE","lagus","lagun","hrordinal","nonhrordinal","cwar","iwar","sd","ccode"
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,1,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,1,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,1,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,1,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,1,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,1,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,1,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,1,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,1,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,1,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.681886446537809,1986,650,1,4,3,2,1,41184,4786,0,1,3,66.2223052978516,0.41291731595993,1,0,0,1,0,0,0,0,0,29.5,0,89.1562759876251,3.62675881385803,0,0,0,0,0,0,0.196713264749301,732
-0.620557726212296,1987,722,1.58819025036822,3.54142038184888,3.38644553962262,2.835277780711,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.09062612383252,3.98446392757055,5.84127441725857,3.89920647746703,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.07581827125907,3.68665685925243,2.81929139313631,1.60073060043883,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.01508087259959,3.8958203751713,3.01031260661279,1.77049252097599,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.47112685476236,3.32154734610398,3.56664600982155,2.98606398902435,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.31804349760052,3.96796523941015,5.14191939308943,3.51159554499669,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.02053147127448,3.91249424558947,2.96004964880176,1.71101045680918,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.12096898222583,3.98534707780966,3.24223304957178,1.93613185153927,1,41575,5499,0,1,1,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,0,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.46733928493779,3.81377735536784,3.76566477105368,2.16368113087005,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,1.03498098861982,3.96783752123355,3.24817383896549,1.76461147464229,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
-0.620557726212296,1987,722,2.10102517618135,3.90099077016817,4.85032761053231,3.16749989681636,1,41575,5499,0,1,3,69.4713821411133,0.440196692943573,1,0,0,1,0,0,0,0,1,29,0,89.0149891376495,6.34997749328613,0,0,0,0,0,0,0.200141017683254,732
