"ccode","year","ingo_uia","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","latent_sd","terrrev","laworder","cim","CIE","lagus","lagun","hrordinal","nonhrordinal","cwar","iwar","aibr_lag","ainr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
2,1981,1106,10,3,4,7,5,8,2,2,2,2,2,1,233253.2,13313.43,1381.80151367188,0,1,20.0721702575684,0.811585783958435,2,2,0,0,0,0,0,1,1,0,0,0,23.2999992370605,2.09063723698037,0.365070104798715,0,NA,87.7396762371063,6.4241681098938,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1982,1505,10,3,4,7,5,8,2,2,2,2,2,1,235660.6,13704.03,1226.919921875,0,1,18.1677360534668,0.386467128992081,2,2,0,0,0,0,0,1,1,0,0,0,22.7999992370605,2.11764759241704,0.359613443875164,0,NA,88.3036732673645,6.44894027709961,NA,NA,0,0,0,0,NA,NA,NA,NA,8,1,2,2,2,2,2.09063723698037
2,1983,1528,10,3,4,7,5,8,2,2,2,2,2,1,238116.7,14736.47,1005.82574462891,0,1,17.2688121795654,0.298554271459579,2,2,0,0,0,0,0,1,1,0,0,0,22.2000007629395,2.09299667651559,0.348725239031699,0,NA,88.6202394962311,6.37698125839233,NA,NA,0,0,0,0,NA,NA,NA,NA,8,1,2,2,2,2,2.11764759241704
2,1984,1593,10,3,4,7,5,8,2,2,2,2,2,1,240589,16221.44,956.760314941406,0,1,18.1391658782959,0.63480669260025,2,2,0,0,0,0,0,1,1,0,0,0,21.6000003814697,2.00212836408717,0.336977449931028,0,6,88.5856747627258,6.48742389678955,NA,NA,0,0,0,0,NA,NA,NA,NA,8,1,2,2,2,2,2.09299667651559
2,1985,1593,10,3,4,7,5,7,2,2,2,1,2,1,243055.6,17228.98,876.597961425781,0,1,17.1860065460205,0.478159040212631,2,2,0,0,0,0,0,1,1,0,0,0,21.1000003814697,1.81328587586661,0.326204887501754,0,6,88.7419402599335,6.64032745361328,NA,NA,0,0,0,0,NA,NA,NA,NA,8,1,2,2,2,2,2.00212836408717
2,1986,804,10,3,4,7,5,7,2,2,2,1,2,1,245505.5,18034.63,532.792724609375,0,1,17.473445892334,0.800429403781891,2,2,0,0,0,0,0,1,1,0,0,0,20.5,1.68152285787719,0.313236535236711,0,6,89.2725706100464,6.88205242156982,NA,NA,0,0,0,0,NA,NA,NA,NA,7,1,2,2,2,1,1.81328587586661
2,1987,1579,10,3,4,7,5,8,2,2,2,2,2,2,247949.3,18963.55,516.149230957031,0,1,18.5681762695312,1.2443550825119,2,2,0,0,0,0,0,1,1,0,0,0,20,1.60275184295612,0.301022360636988,0,6,88.5356068611145,6.94187927246094,NA,NA,0,0,0,0,6,0,3.5,NA,7,1,2,2,2,1,1.68152285787719
2,1988,1832,10,3,4,7,5,7,2,2,2,1,2,1,250413.1,20222.18,401.991088867188,0,1,19.7139415740967,1.14059937000275,2,2,0,0,0,0,0,1,1,0,0,0,19.3999996185303,1.59636731693787,0.29519525777543,0,6,88.3578300476074,6.9638729095459,NA,NA,0,0,0,0,17,2,2.5,NA,8,2,2,2,2,2,1.60275184295612
2,1989,1933,10,3,4,7,5,7,2,2,2,1,2,1,252934.3,21514.28,421.8232421875,0,1,20.1132411956787,1.25466477870941,2,2,0,0,0,0,0,1,1,0,0,0,18.8999996185303,1.56035427511211,0.291625988469052,0,6,88.4167850017548,6.97975587844849,NA,NA,0,0,0,0,15,0,0.5,NA,7,1,2,2,2,1,1.59636731693787
2,1990,2008,10,3,4,7,5,8,2,2,2,2,2,1,255539,22530.02,467.556579589844,0,1,20.5501842498779,0.843187034130096,2,2,0,0,0,0,0,1,1,0,0,0,18.3999996185303,1.50264031493229,0.287830906972655,0,6,88.130247592926,7.01767921447754,NA,NA,0,0,0,0,28,1,1.5,NA,7,1,2,2,2,1,1.56035427511211
2,1991,2051,10,3,4,7,5,7,2,2,2,1,2,2,258233.3,23029.18,434.143615722656,0,1,20.5726127624512,0.390847623348236,2,2,0,0,0,0,0,1,1,0,0,0,18.1000003814697,1.26866682420376,0.280234856612118,0,6,87.8793179988861,6.95296764373779,NA,NA,0,0,0,0,17,0,2.5,NA,8,1,2,2,2,2,1.50264031493229
2,1992,2127,10,3,4,7,5,7,2,2,2,1,2,2,261005.2,24086.88,352.392028808594,0,1,20.8055191040039,0.316362708806992,2,2,0,0,0,0,0,1,1,0,0,1,17.8999996185303,1.21720588456872,0.279595379657222,0,6,87.5723898410797,6.96312379837036,NA,NA,0,0,0,0,22,3,2,NA,7,2,2,2,2,1,1.26866682420376
2,1993,2226,10,3,4,7,5,7,2,2,2,1,2,1,263838.9,25031.18,303.166900634766,0,3,20.8965644836426,0.78050708770752,2,2,0,0,0,0,0,1,1,0,0,1,17.6000003814697,1.35858930193316,0.284027994556359,0,6,86.8641972541809,7.03676319122314,NA,NA,0,0,0,0,36,2,3,0,7,2,2,2,2,1,1.21720588456872
2,1994,2273,10,3,4,7,5,7,2,2,2,1,2,1,266711.1,26311.62,263.6494140625,0,3,21.936710357666,0.659631371498108,2,2,0,0,0,0,0,1,1,0,1,1,17.2999992370605,1.43991414490029,0.285036375995858,0,6,85.4397237300873,7.08417272567749,NA,NA,0,0,0,0,36,0,2.5,0,7,1,2,2,2,1,1.35858930193316
2,1995,2327,10,3,4,7,5,7,2,2,2,1,2,1,269602.8,27233.77,258.43408203125,0,3,23.3634033203125,0.787637650966644,2,2,0,0,0,0,0,1,1,1,1,1,17.1000003814697,1.46771539594628,0.283969687466954,0,6,85.2136194705963,7.09195232391357,NA,NA,0,0,0,0,21,17,2.5,8,7,1,2,2,2,1,1.43991414490029
2,1996,2418,10,3,4,7,5,7,2,2,2,1,2,1,272510.6,28484.4,286.181030273438,0,3,23.6314849853516,1.11622869968414,2,2,0,0,0,0,0,1,1,1,1,1,17.1000003814697,1.47567982427147,0.286154340540682,0,6,84.9333882331848,7.14408206939697,NA,NA,0,0,0,0,22,6,1,3,7,1,2,2,2,1,1.46771539594628
2,1997,2490,10,3,4,7,5,7,2,2,2,1,2,1,275433.7,29956.03,267.511779785156,0,3,24.3468780517578,1.27887117862701,2,2,0,0,0,0,0,1,1,1,1,1,17.1000003814697,1.50669855914814,0.284346318707276,0,6,84.6738696098328,7.20591020584106,NA,NA,0,0,0,0,11,6,1.5,5,7,1,2,2,2,1,1.47567982427147
2,1998,2560,10,3,4,7,5,7,2,2,2,1,2,1,278358.4,31235.27,172.335144042969,0,3,23.6769256591797,2.04816389083862,2,2,0,0,0,0,0,1,1,1,1,1,17.1000003814697,1.51037256706239,0.283915368748599,0,6,84.4417572021484,7.30890941619873,NA,NA,0,0,0,0,11,12,3,4,7,1,2,2,2,1,1.50669855914814
2,1999,2648,10,3,4,7,5,7,2,2,2,1,2,1,281268.9,32766.51,214.573791503906,0,3,24.0909576416016,3.1119556427002,2,2,0,0,0,0,0,1,1,1,1,1,17.1000003814697,1.44176149459692,0.282317903452946,0,6,82.3162078857422,7.40822601318359,NA,NA,0,0,0,0,31,24,4,13,7,1,2,2,2,1,1.51037256706239
20,1981,980,10,3,4,7,5,8,2,2,2,2,2,NA,24769.85,11737.74,1806.802734375,0,3,53.1088485717773,0.220747739076614,0,0,0,0,0,0,0,1,1,0,0,1,24.8999996185303,1.87206934584855,0.457985711832817,0,NA,93.8704252243042,6.24756622314453,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1982,1341,10,3,4,7,5,7,2,2,2,1,2,NA,25016.05,11794.67,1661.97631835938,0,3,47.4852523803711,0.029245363548398,2,2,0,0,0,0,0,1,1,0,0,1,24.2000007629395,1.82902605817059,0.415617877319547,0,NA,93.6309516429901,6.15580654144287,0,0,0,0,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.87206934584855
20,1983,1366,10,3,4,7,5,7,2,2,2,1,2,1,25266.95,12500.78,1483.91723632812,0,3,47.661808013916,0.598994314670563,2,2,0,0,0,0,0,1,1,0,0,1,23.5,1.90432110348008,0.376206570432102,0,NA,92.9965317249298,6.09407377243042,0,0,0,0,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,1.82902605817059
20,1984,1427,10,3,4,7,5,7,2,2,2,1,2,1,25538.86,13500.8,1441.7607421875,0,3,53.7548217773438,1.36939680576324,2,2,0,0,0,0,0,1,1,0,0,1,22.8999996185303,2.0323363165333,0.367104030830737,0,6,92.8903162479401,6.24917793273926,0,0,0,0,0,0,NA,NA,NA,NA,7,1,2,2,2,1,1.90432110348008
20,1985,1427,10,3,4,7,5,8,2,2,2,2,2,NA,25842.59,14327.46,1362.22082519531,0,1,54.2409744262695,0.38139870762825,2,2,0,0,0,0,0,1,1,0,0,1,22.2000007629395,2.20780825443875,0.381560951246436,0,6,92.7285015583038,6.36551523208618,0,0,0,0,0,0,NA,NA,NA,NA,7,1,2,2,2,1,2.0323363165333
20,1986,1306,10,3,4,7,5,8,2,2,2,2,2,1,26183.17,14754.82,803.9619140625,0,1,54.7351341247559,0.772229790687561,2,2,0,0,0,0,0,1,1,0,0,1,21.3999996185303,2.34876123869405,0.385748320258465,0,6,92.795467376709,6.43530416488647,0,0,0,0,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,2.20780825443875
20,1987,1527,10,3,4,7,5,8,2,2,2,2,2,1,26554.73,15853.83,630.817565917969,0,1,52.4607772827148,1.92504978179932,2,2,0,0,0,0,0,1,1,0,1,1,20.7000007629395,2.4466449123577,0.386413073876281,0,6,92.8036451339722,6.53216075897217,0,0,0,0,0,0,0,0,0,NA,8,1,2,2,2,2,2.34876123869405
20,1988,1658,10,3,4,7,5,8,2,2,2,2,2,NA,26943.7,17010.45,447.967834472656,0,1,52.6769142150879,1.21869647502899,2,2,0,0,0,0,0,1,1,0,1,1,19.8999996185303,2.49196234521221,0.390703119400727,0,6,92.9728090763092,6.53475713729858,0,0,0,0,0,0,4,0,0,NA,8,1,2,2,2,2,2.4466449123577
20,1989,1746,10,3,4,7,5,8,2,2,2,2,2,NA,27330.55,17998.11,527.127075195312,0,1,51.3371772766113,1.08489537239075,2,2,0,0,0,0,0,1,1,0,1,1,19.2000007629395,2.49607627989856,0.390637350776277,0,6,93.3739900588989,6.56039953231812,0,0,0,0,0,0,1,0,0,NA,8,NA,2,2,2,2,2.49196234521221
20,1990,1807,10,3,4,7,5,8,2,2,2,2,2,1,27700.86,18331.4,753.046447753906,0,1,51.4967193603516,1.30089318752289,2,2,0,0,0,0,0,1,1,0,1,1,18.5,2.45170320805493,0.382724050821263,0,6,93.6137676239014,6.62607383728027,0,0,0,0,0,0,0,0,0,NA,8,NA,2,2,2,2,2.49607627989856
20,1991,1838,10,3,4,7,5,8,2,2,2,2,2,1,28051.01,18048.25,747.507385253906,0,1,50.8127746582031,0.480499565601349,2,2,0,0,0,0,0,1,1,0,1,1,18.2000007629395,2.35399646191051,0.375864173201759,0,6,93.5648500919342,6.64352703094482,0,0,0,0,0,0,4,0,0.5,NA,8,1,2,2,2,2,2.45170320805493
20,1992,1920,10,3,4,7,5,7,2,2,2,1,2,1,28384.36,18326.75,638.716186523438,0,1,54.5593032836914,0.824250757694244,2,2,0,0,0,0,0,1,1,0,1,1,17.8999996185303,2.20424909509851,0.361906746951066,0,6,93.7090158462524,6.65556716918945,0,0,0,0,0,0,1,0,0.5,NA,8,1,2,2,2,2,2.35399646191051
20,1993,1981,10,3,4,7,5,8,2,2,2,2,2,1,28701.93,18843.62,589.766784667969,0,1,60.4162101745605,0.842496931552887,2,2,0,0,0,0,0,1,1,0,1,1,17.6000003814697,2.27210280765461,0.355101615379444,0,6,93.891978263855,6.67161893844604,0,0,0,0,0,0,3,0,0,0,7,1,2,2,2,1,2.20424909509851
20,1994,2043,10,3,4,7,5,7,2,2,2,1,2,1,29006.86,19950.71,531.117309570312,0,3,66.8256607055664,1.45683741569519,2,2,0,0,0,0,0,1,1,0,1,1,17.2999992370605,2.25069253350665,0.346906027378773,0,6,93.9616441726685,6.67779588699341,0,0,0,0,0,0,1,0,0,0,8,1,2,2,2,2,2.27210280765461
20,1995,2070,10,3,4,7,5,8,2,2,2,2,2,NA,29302.09,20971.83,561.046813964844,0,3,71.4560012817383,1.57813203334808,2,2,0,0,0,0,0,1,1,1,1,1,17,2.37523357246732,0.349509528506676,0,6,94.1711783409119,6.67172002792358,0,0,0,0,0,0,0,0,0,0,7,1,2,2,2,1,2.25069253350665
20,1996,2116,10,3,4,7,5,8,2,2,2,2,2,1,29585.8,21555.95,653.812438964844,0,3,72.7479019165039,1.56984543800354,2,2,0,0,0,0,0,1,1,1,1,1,16.8999996185303,2.52830802123834,0.354195229716631,0,6,94.2904770374298,6.55290555953979,0,0,0,0,0,0,1,0,0,0,8,NA,2,2,2,2,2.37523357246732
20,1997,2182,10,3,4,7,5,8,2,2,2,2,2,NA,29858.14,22635,616.901977539062,0,3,77.0193252563477,1.80740129947662,2,2,0,0,0,0,0,1,1,1,1,1,16.7000007629395,2.58946840112553,0.355902014652776,0,6,94.4923460483551,6.79947710037231,0,0,0,0,0,0,2,0,0,0,8,1,2,2,2,2,2.52830802123834
20,1998,2236,10,3,4,7,5,7,2,2,2,1,2,NA,30126.63,23039.34,500.443267822266,0,3,80.8847885131836,3.68737554550171,2,2,0,0,0,0,0,1,1,1,1,1,16.6000003814697,2.53511668093771,0.348959559434764,0,6,94.2257881164551,6.83407354354858,0,0,0,0,0,0,3,0,0,0,8,NA,2,2,2,2,2.58946840112553
20,1999,2300,10,3,4,7,5,8,2,2,2,2,2,NA,30401.3,24615.57,509.572479248047,0,3,82.7083740234375,3.74868869781494,2,2,0,0,0,0,0,1,1,1,1,1,16.5,2.50435198315742,0.337458984324508,0,6,93.4566974639893,6.90764188766479,0,0,0,0,0,0,2,0,0.5,0,7,NA,2,2,2,1,2.53511668093771
31,1981,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,214.71,10446.95,0,0,2,129.75114440918,2.41149663925171,1,2,2,-1,0,0,0,1,1,NA,0,0,35.5999984741211,1.54477658704493,0.471980459860214,0,NA,91.9535279273987,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1982,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,219.68,11399.42,0,0,2,125.337387084961,0.177406072616577,1,2,2,-1,0,0,0,1,1,NA,0,0,34.9000015258789,1.55785282452122,0.453399424116256,0,NA,92.3662722110748,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54477658704493
31,1983,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,224.72,12323.12,0,0,2,124.584487915039,-0.346260398626328,1,2,2,-1,0,0,0,1,1,NA,0,0,34.2999992370605,1.55423104109472,0.436635866254595,0,NA,92.511522769928,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55785282452122
31,1984,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,229.82,12729.51,0,0,2,121.895057678223,-0.240066632628441,1,2,2,-1,0,0,0,1,1,NA,0,0,33.5999984741211,1.54095652035899,0.410825807243566,0,NA,92.2161161899567,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55423104109472
31,1985,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,234.99,13387.06,0,0,2,124.061714172363,-1.30133152008057,1,2,2,-1,0,0,0,1,1,NA,0,0,33.0999984741211,1.51254351396559,0.385821073714231,0,4,91.6642606258392,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54095652035899
31,1986,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,239.83,13754.47,0,0,2,121.722953796387,-0.533872604370117,1,2,2,-1,0,0,0,1,1,NA,0,0,32.5,1.46174522854213,0.355127786618209,0,4,91.5781319141388,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51254351396559
31,1987,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,244.04,14763.36,0,0,2,117.126022338867,0.397936642169952,1,2,2,-1,0,0,0,1,1,NA,0,0,31.8999996185303,1.60392463163286,0.37000846859724,0,4,91.6583001613617,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1.46174522854213
31,1988,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,248.06,15359.15,0,0,2,NA,1.30238831043243,1,2,2,-1,0,0,0,1,1,NA,0,0,31.3999996185303,1.72080675176478,0.378843570962909,0,4,91.8946743011475,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.60392463163286
31,1989,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,252.42,17666.06,0,0,2,111.000328063965,0.829523205757141,1,2,2,-1,0,0,0,1,1,NA,0,0,30.8999996185303,1.82359389577447,0.370429818672171,0,4,92.3887014389038,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.72080675176478
31,1990,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,257.25,17893.82,0,0,2,110.120025634766,-0.546430826187134,1,2,2,-1,0,0,0,1,1,NA,0,0,30.3999996185303,1.87265468819835,0.371469839454275,0,4,93.3521211147308,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1.82359389577447
31,1991,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,260.33,16900.39,0,0,2,106.118621826172,-0.0417850576341152,1,2,2,-1,0,0,0,1,1,NA,0,0,29.7999992370605,1.88296749953898,0.372937206347493,0,4,93.8888013362885,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1.87265468819835
31,1992,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,264.08,15801.69,0,0,2,101.461563110352,0.00964940525591373,1,2,2,-1,0,0,0,1,1,NA,0,0,29.2000007629395,1.86168749076569,0.37022965671291,0,4,93.790465593338,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1.88296749953898
31,1993,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,268.19,15681,0,0,1,103.359962463379,0.876455366611481,1,2,2,-1,0,0,0,1,1,NA,0,0,28.6000003814697,1.81076584819856,0.361338183344662,0,4,94.7192430496216,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,1.86168749076569
31,1994,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,271.88,16373.88,0,0,1,104.401962280273,0.718011677265167,1,2,2,-1,0,0,0,1,1,NA,0,0,28.1000003814697,1.72796893257966,0.346746424503338,0,4,94.8152899742126,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,1.81076584819856
31,1995,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,275.3,16010.16,0,0,1,104.465438842773,3.11461067199707,1,2,2,-1,0,0,0,1,1,NA,0,0,27.6000003814697,1.89702956556096,0.351979079453961,0,4,95.0674533843994,NA,NA,NA,NA,NA,0,0,0,2,0,0,NA,1,NA,NA,NA,NA,1.72796893257966
31,1996,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,278.57,15845.94,0,0,1,105.856750488281,2.43280696868896,1,2,2,-1,0,0,0,1,1,NA,0,0,26.8999996185303,2.00552377243581,0.361310245865046,0,4,95.1023936271667,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,1.89702956556096
31,1997,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,281.58,16019.96,0,0,1,91.2568283081055,4.2329158782959,1,2,2,-1,0,0,0,1,1,NA,0,0,26.2999992370605,2.08920903350164,0.353461987461626,0,4,95.5192744731903,NA,NA,NA,NA,NA,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,2.00552377243581
31,1998,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,284.51,16230.24,0,0,1,88.9055480957031,2.74398684501648,1,2,2,-1,0,0,0,1,1,NA,0,0,25.7999992370605,2.12713300522598,0.343747619175655,0,4,95.5957889556885,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,2.08920903350164
31,1999,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,287.36,17958.9,0,0,1,86.6985778808594,2.48007798194885,1,2,2,-1,0,0,0,1,1,NA,0,0,25.2000007629395,2.09970918368826,0.330628697615951,0,4,95.2820956707001,NA,NA,NA,NA,NA,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,2.12713300522598
40,1981,254,-7,NA,NA,1,1,4,1,2,0,1,0,3,9711.98,2899.41,11.8286371231079,0,3,76.7800903320312,NA,0,0,2,0,0,0,0,0,0,0,0,0,28.7000007629395,-1.25400233190564,0.208231803458653,0,NA,NA,3.75449848175049,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1982,322,-7,NA,NA,1,1,2,1,1,0,0,0,3,9789.22,3474.96,20.4742660522461,0,3,76.7862777709961,0.0000477247012895532,0,0,2,0,0,0,0,0,0,0,0,0,29.2000007629395,-1.33513192562216,0.206760285386928,0,NA,NA,3.81833744049072,3,0,0,2,0,0,NA,NA,NA,NA,4,3,1,2,0,1,-1.25400233190564
40,1983,329,-7,NA,NA,1,1,1,0,1,0,0,0,3,9885.6,3527.11,23.4769058227539,0,3,76.511344909668,0.000450334511697292,0,0,2,0,0,0,0,0,0,0,0,0,29.7000007629395,-1.34125103185629,0.203642460963777,0,NA,NA,3.85517954826355,3,0,0,2,0,0,NA,NA,NA,NA,2,3,1,1,0,0,-1.33513192562216
40,1984,333,-7,NA,NA,1,1,2,1,1,0,0,0,3,9982.3,3650.32,21.4805641174316,0,3,76.4142303466797,0.00079036969691515,0,0,2,0,0,0,0,0,0,0,0,0,30.1000003814697,-1.29989342640826,0.202071195842846,0,NA,NA,3.91518545150757,3,0,0,2,0,0,NA,NA,NA,NA,1,3,0,1,0,0,-1.34125103185629
40,1985,333,-7,NA,NA,1,1,3,1,1,1,0,0,3,10078.66,5076.81,22.5201969146729,0,3,78.6770172119141,0.000698034826200455,0,0,2,0,0,0,0,0,0,0,0,0,30.6000003814697,-1.29195680311502,0.196867671965167,0,5,NA,3.89802026748657,3,0,0,2,0,0,NA,NA,NA,NA,2,3,1,1,0,0,-1.29989342640826
40,1986,328,-7,NA,NA,1,1,1,1,0,0,0,0,3,10162.19,5197.85,9.65480518341064,0,3,75.511604309082,0.000701717217452824,0,0,2,0,0,0,0,0,0,0,0,0,29.8999996185303,-1.38493196774097,0.197671552500096,0,5,NA,3.89713072776794,3,0,0,2,0,0,NA,NA,NA,NA,3,3,1,1,1,0,-1.29195680311502
40,1987,367,-7,NA,NA,1,1,2,1,1,0,0,0,3,10239.84,5408.92,12.5777082443237,0,3,76.8171844482422,0.000515594438184053,0,0,2,0,0,0,0,0,0,0,0,0,29.2999992370605,-1.18348849404194,0.196661819440869,0,5,NA,3.9042067527771,3,0,0,2,0,0,5,0,0.5,NA,1,3,1,0,0,0,-1.38493196774097
40,1988,390,-7,NA,NA,1,1,4,2,2,0,0,0,3,10334.04,5675.89,6.90277433395386,0,3,75.1367111206055,0.000400597258703783,0,0,2,0,0,0,0,0,0,0,0,0,28.7000007629395,-0.943596655846819,0.209341995733894,0,5,NA,3.91780567169189,3,0,0,2,0,0,5,0,0,NA,2,3,1,1,0,0,-1.18348849404194
40,1989,405,-7,NA,NA,1,1,3,2,1,0,0,1,3,10439.25,5797.07,8.63354873657227,0,3,75.9286346435547,0.000851057528052479,0,0,2,0,0,0,0,0,0,0,0,0,28.2000007629395,-0.812398104660103,0.20639875644884,0,5,NA,3.92172169685364,3,0,0,2,0,0,6,1,0.5,NA,4,3,2,2,0,0,-0.943596655846819
40,1990,433,-7,NA,NA,1,1,3,2,1,0,0,0,3,10544.79,5809,11.7990942001343,0,3,71.1144943237305,0.00408442039042711,0,0,2,0,0,0,0,0,0,0,0,0,27.6000003814697,-0.665280918377285,0.202727411532378,0,5,NA,3.85890412330627,3,0,0,2,0,0,7,0,2,NA,3,3,2,1,0,0,-0.812398104660103
40,1991,449,-7,NA,NA,1,1,4,2,2,0,0,1,3,10642.49,5670.1,9.03824138641357,0,3,50.9961166381836,0.0393537543714046,0,0,2,0,0,0,0,0,0,0,0,0,26.3999996185303,-0.581163326970175,0.206569416637633,0,5,NA,3.76613211631775,3,0,0,2,0,0,3,1,2,NA,3,3,2,1,0,0,-0.665280918377285
40,1992,477,-7,NA,NA,1,1,3,2,1,0,0,0,3,10723.26,4932.19,10.0295238494873,0,3,35.1468658447266,0.0326906032860279,0,0,2,0,0,0,0,0,0,0,0,0,25.2000007629395,-0.603869198973464,0.206295309029284,0,5,NA,3.63696193695068,3,0,0,2,0,0,5,0,0.5,NA,4,3,2,2,0,0,-0.581163326970175
40,1993,494,-7,NA,NA,1,1,3,2,1,0,0,0,3,10788.02,4392.51,9.92910480499268,0,3,28.9158306121826,0.012026509270072,0,0,2,0,0,0,0,0,0,0,0,0,24,-0.571838356467675,0.205027910416268,0,5,NA,3.57019472122192,3,0,0,2,0,0,6,1,3,0,3,3,2,1,0,0,-0.603869198973464
40,1994,516,-7,NA,NA,1,1,3,2,1,0,0,0,3,10844.61,4626.34,11.0782918930054,0,3,27.7758960723877,0.0455211289227009,0,0,2,0,0,0,0,0,0,0,0,0,22.7999992370605,-0.513121692038365,0.202079229183519,0,5,NA,3.59368109703064,3,0,0,2,0,0,7,0,1,2,3,3,2,1,0,0,-0.571838356467675
40,1995,517,-7,NA,NA,1,1,3,2,1,0,0,0,4,10896.8,4683.87,12.8478155136108,0,3,29.3084182739258,0.01774643920362,0,0,2,0,0,0,0,0,0,0,1,0,21.7000007629395,-0.560197620011879,0.203592800749843,0,5,NA,3.59810400009155,3,0,0,2,0,0,5,4,1.5,0,3,3,2,1,0,0,-0.513121692038365
40,1996,552,-7,NA,NA,1,1,3,2,1,0,0,0,3,10943.05,4992.26,16.0386753082275,0,3,32.6250228881836,0.0770266950130463,0,0,2,0,0,0,0,0,0,0,1,0,20.7000007629395,-0.481030998730452,0.203321201376101,0,5,NA,3.61811542510986,3,0,0,2,0,0,3,3,0,0,3,4,2,1,0,0,-0.560197620011879
40,1997,584,-7,NA,NA,1,1,4,2,2,0,0,0,3,10983.01,5049.49,13.8840770721436,0,3,32.7546119689941,0.00402109883725643,0,0,2,0,0,0,0,0,0,0,1,0,19.7999992370605,-0.349970339410876,0.207890326703582,0,5,NA,3.83355689048767,3,0,0,2,0,0,4,6,1.5,0,3,3,2,1,0,0,-0.481030998730452
40,1998,612,-7,NA,NA,1,1,3,2,1,0,0,0,3,11029.13,5074.87,7.55519151687622,0,3,32.5042953491211,0.0589821487665176,0,0,2,0,0,0,0,0,0,0,1,0,18.7999992370605,-0.259470207955837,0.209985985029872,0,5,NA,3.84116053581238,3,0,0,2,0,0,15,3,2,0,4,3,2,2,0,0,-0.349970339410876
